customer_id,join_date,province,age_group,gender,loyalty_tier,preferred_channel
C00415,2023-02-22,Eastern Cape,50+,Female,Bronze,App
C00416,2023-04-05,KwaZulu-Natal,36-50,Male,Bronze,App
C00417,2024-10-11,Western Cape,36-50,Female,Silver,Drive-thru
C00418,2024-03-09,Western Cape,18-25,Female,Silver,In-store
C00419,2023-10-11,Eastern Cape,26-35,Female,Silver,App
C00420,2023-02-15,Limpopo,26-35,Male,Silver,App
C00421,2023-01-04,Limpopo,18-25,Male,Silver,App
C00422,2023-12-08,Limpopo,26-35,Female,Bronze,In-store
C00423,2023-05-14,Gauteng,36-50,Female,Bronze,App
C00424,2024-10-14,KwaZulu-Natal,26-35,Female,Silver,In-store
C00425,2023-09-26,Gauteng,36-50,Female,Silver,In-store
C00426,2023-06-15,KwaZulu-Natal,36-50,Female,Bronze,In-store
C00427,2024-03-28,KwaZulu-Natal,26-35,Female,Gold,In-store
C00428,2024-07-18,North West,36-50,Male,Silver,In-store
C00429,2024-12-23,Western Cape,18-25,Male,Silver,App
C00430,2024-03-13,Gauteng,36-50,Male,Bronze,App
C00431,2024-07-28,Gauteng,18-25,Female,Bronze,In-store
C00432,2023-01-10,Limpopo,18-25,Male,Silver,App
C00433,2023-04-25,Eastern Cape,36-50,Female,Bronze,App
C00434,2023-03-19,Gauteng,26-35,Female,Bronze,In-store
C00435,2024-12-08,Gauteng,50+,Female,Gold,In-store
C00436,2023-06-02,Limpopo,26-35,Female,Silver,App
C00437,2024-07-12,Gauteng,26-35,Male,Bronze,In-store
C00438,2023-02-06,Mpumalanga,26-35,Female,Silver,In-store
C00439,2024-01-14,Limpopo,26-35,Male,Bronze,Drive-thru
C00440,2024-08-19,Gauteng,26-35,Male,Bronze,App
C00441,2024-07-19,Gauteng,36-50,Male,Silver,App
C00442,2023-06-01,Northern Cape,36-50,Male,Silver,App
C00443,2024-03-16,Western Cape,36-50,Male,Bronze,Drive-thru
C00444,2023-05-11,Western Cape,50+,Female,Bronze,Drive-thru
C00445,2023-02-12,Mpumalanga,26-35,Male,Bronze,In-store
C00446,2023-11-12,Free State,36-50,Female,Gold,App
C00447,2024-01-09,Northern Cape,26-35,Male,Silver,App
C00448,2023-02-10,Limpopo,36-50,Male,Bronze,In-store
C00449,2024-01-02,Western Cape,26-35,Female,Bronze,Drive-thru
C00450,2023-08-04,Gauteng,50+,Female,Bronze,In-store
C00451,2024-11-29,Limpopo,36-50,Female,Silver,In-store
C00452,2023-09-13,KwaZulu-Natal,50+,Prefer not to say,Silver,Drive-thru
C00453,2024-11-13,KwaZulu-Natal,36-50,Female,Bronze,In-store
C00454,2023-04-16,North West,50+,Female,Gold,In-store
C00455,2023-12-29,Gauteng,36-50,Female,Bronze,App
C00456,2024-07-27,KwaZulu-Natal,26-35,Female,Bronze,In-store
C00457,2024-02-21,Gauteng,26-35,Male,Bronze,App
C00458,2024-09-27,KwaZulu-Natal,26-35,Female,Bronze,In-store
C00459,2023-06-08,Gauteng,18-25,Male,Gold,In-store
C00460,2023-08-31,Gauteng,26-35,Male,Silver,In-store
C00461,2023-06-16,Gauteng,26-35,Female,Bronze,App
C00462,2023-07-01,Eastern Cape,26-35,Male,Bronze,In-store
C00463,2024-02-27,Limpopo,50+,Male,Bronze,App
C00464,2023-01-26,Eastern Cape,50+,Male,Bronze,Drive-thru
C00465,2023-07-03,Free State,18-25,Prefer not to say,Silver,Drive-thru
C00466,2023-12-07,Western Cape,26-35,Male,Silver,App
C00467,2024-02-26,Western Cape,26-35,Male,Bronze,In-store
C00468,2024-11-16,Mpumalanga,26-35,Female,Bronze,App
C00469,2023-09-12,Gauteng,36-50,Female,Bronze,App
C00470,2023-10-01,Free State,26-35,Male,Gold,Drive-thru
C00471,2023-06-13,Gauteng,26-35,Male,Bronze,Drive-thru
C00472,2024-12-19,Free State,36-50,Male,Bronze,Drive-thru
C00473,2023-04-21,Gauteng,36-50,Male,Bronze,Drive-thru
C00474,2024-01-27,North West,18-25,Male,Bronze,In-store
C00475,2023-02-09,KwaZulu-Natal,36-50,Male,Bronze,App
C00476,2024-04-26,Northern Cape,26-35,Female,Silver,Drive-thru
C00477,2023-08-16,Gauteng,26-35,Female,Gold,Drive-thru
C00478,2023-07-24,KwaZulu-Natal,18-25,Female,Bronze,Drive-thru
C00479,2024-04-16,Free State,26-35,Male,Bronze,App
C00480,2023-12-25,KwaZulu-Natal,26-35,Male,Silver,App
C00481,2023-11-09,Eastern Cape,26-35,Female,Silver,In-store
C00482,2023-08-22,Eastern Cape,36-50,Male,Bronze,App
C00483,2023-08-17,KwaZulu-Natal,36-50,Female,Silver,App
C00484,2023-01-25,Eastern Cape,18-25,Female,Silver,Drive-thru
C00485,2024-11-06,Eastern Cape,18-25,Female,Bronze,Drive-thru
C00486,2023-07-17,North West,36-50,Male,Bronze,App
C00487,2024-02-13,Gauteng,18-25,Male,Silver,In-store
C00488,2023-12-03,Western Cape,50+,Female,Silver,In-store
C00489,2023-10-13,Free State,36-50,Female,Bronze,App
C00490,2023-03-13,North West,26-35,Male,Bronze,In-store
C00491,2023-10-13,KwaZulu-Natal,18-25,Prefer not to say,Bronze,In-store
C00492,2023-12-26,Eastern Cape,18-25,Male,Silver,Drive-thru
C00493,2024-10-18,Western Cape,18-25,Male,Bronze,In-store
C00494,2024-06-05,Gauteng,18-25,Female,Bronze,In-store
C00495,2024-02-14,KwaZulu-Natal,36-50,Female,Silver,App
C00496,2024-11-26,Western Cape,18-25,Prefer not to say,Bronze,Drive-thru
C00497,2024-07-03,Eastern Cape,26-35,Male,Silver,Drive-thru
C00498,2023-12-06,Gauteng,26-35,Male,Bronze,Drive-thru
C00499,2023-01-29,Free State,26-35,Female,Bronze,App
C00500,2023-04-29,Northern Cape,18-25,Male,Bronze,In-store
C00501,2023-09-25,Eastern Cape,18-25,Male,Gold,Drive-thru
C00502,2023-07-02,KwaZulu-Natal,18-25,Female,Silver,In-store
C00503,2024-08-17,Western Cape,36-50,Male,Bronze,In-store
C00504,2023-09-29,Mpumalanga,26-35,Female,Gold,In-store
C00505,2023-02-09,Eastern Cape,36-50,Male,Silver,Drive-thru
C00506,2023-04-22,Gauteng,26-35,Female,Bronze,Drive-thru
C00507,2024-09-02,North West,26-35,Female,Bronze,In-store
C00508,2024-03-20,Mpumalanga,26-35,Male,Bronze,App
C00509,2023-12-20,Free State,36-50,Male,Silver,Drive-thru
C00510,2023-11-18,Limpopo,26-35,Male,Silver,In-store
C00511,2024-03-22,Eastern Cape,18-25,Male,Bronze,App
C00512,2024-09-12,KwaZulu-Natal,26-35,Female,Bronze,App
C00513,2024-06-07,Free State,26-35,Prefer not to say,Bronze,In-store
C00514,2023-04-29,Mpumalanga,26-35,Female,Bronze,In-store
C00515,2024-01-30,Gauteng,36-50,Female,Bronze,In-store
C00516,2024-08-13,Gauteng,26-35,Male,Bronze,App
C00517,2023-07-14,Western Cape,36-50,Male,Bronze,Drive-thru
C00518,2023-09-18,Mpumalanga,26-35,Female,Gold,App
C00519,2023-02-15,Northern Cape,36-50,Prefer not to say,Bronze,Drive-thru
C00520,2024-12-26,Gauteng,36-50,Female,Bronze,App
C00521,2024-03-22,Eastern Cape,26-35,Male,Bronze,In-store
C00522,2023-01-02,KwaZulu-Natal,36-50,Female,Bronze,App
C00523,2024-06-16,Free State,36-50,Male,Silver,App
C00524,2024-07-05,Mpumalanga,26-35,Female,Bronze,In-store
C00525,2024-12-04,Mpumalanga,26-35,Female,Bronze,In-store
C00526,2024-11-17,KwaZulu-Natal,36-50,Male,Bronze,Drive-thru
C00527,2023-07-21,KwaZulu-Natal,26-35,Prefer not to say,Bronze,App
C00528,2024-01-08,Western Cape,18-25,Prefer not to say,Bronze,In-store
C00529,2024-03-17,Gauteng,50+,Female,Silver,In-store
C00530,2023-03-13,Mpumalanga,18-25,Female,Bronze,In-store
C00531,2024-11-11,Mpumalanga,36-50,Male,Silver,In-store
C00532,2023-12-05,Northern Cape,36-50,Female,Bronze,In-store
C00533,2024-09-30,Northern Cape,50+,Male,Bronze,In-store
C00534,2023-11-18,KwaZulu-Natal,18-25,Male,Bronze,In-store
C00535,2024-11-10,Limpopo,26-35,Male,Gold,App
C00536,2023-05-08,Free State,26-35,Female,Bronze,In-store
C00537,2023-11-04,Mpumalanga,26-35,Male,Bronze,In-store
C00538,2024-06-03,Gauteng,18-25,Male,Bronze,In-store
C00539,2023-11-13,KwaZulu-Natal,26-35,Male,Silver,In-store
C00540,2024-11-13,Gauteng,26-35,Female,Bronze,In-store
C00541,2024-02-23,Free State,18-25,Female,Gold,App
C00542,2023-12-01,Eastern Cape,36-50,Male,Silver,App
C00543,2024-02-17,Gauteng,36-50,Prefer not to say,Silver,In-store
C00544,2024-12-14,Eastern Cape,36-50,Male,Bronze,Drive-thru
C00545,2023-10-30,Eastern Cape,50+,Female,Silver,App
C00546,2024-07-21,Western Cape,26-35,Female,Bronze,In-store
C00547,2023-05-11,Gauteng,50+,Female,Bronze,In-store
C00548,2023-07-16,Eastern Cape,36-50,Male,Gold,Drive-thru
C00549,2024-03-06,KwaZulu-Natal,26-35,Female,Bronze,Drive-thru
C00550,2024-11-11,Limpopo,18-25,Female,Gold,In-store
C00551,2024-01-24,KwaZulu-Natal,26-35,Female,Bronze,In-store
C00552,2024-11-24,Mpumalanga,26-35,Female,Gold,App
C00553,2023-06-28,KwaZulu-Natal,26-35,Male,Bronze,App
C00554,2024-09-22,KwaZulu-Natal,26-35,Female,Silver,In-store
C00555,2024-08-05,North West,36-50,Male,Bronze,App
C00556,2023-11-05,KwaZulu-Natal,26-35,Female,Bronze,In-store
C00557,2024-02-20,Gauteng,18-25,Male,Silver,In-store
C00558,2024-07-15,Gauteng,36-50,Female,Silver,App
C00559,2023-01-01,Limpopo,26-35,Male,Bronze,Drive-thru
C00560,2023-11-08,Eastern Cape,50+,Male,Bronze,In-store
C00561,2023-10-21,Limpopo,18-25,Male,Bronze,App
C00562,2023-08-04,Gauteng,50+,Male,Bronze,In-store
C00563,2024-03-16,Gauteng,18-25,Female,Bronze,In-store
C00564,2024-08-16,Gauteng,18-25,Female,Silver,Drive-thru
C00565,2024-09-13,Western Cape,18-25,Female,Bronze,App
C00566,2024-11-01,Eastern Cape,36-50,Female,Bronze,App
C00567,2023-11-26,KwaZulu-Natal,36-50,Female,Gold,In-store
C00568,2024-04-21,KwaZulu-Natal,26-35,Male,Bronze,In-store
C00569,2024-03-28,North West,50+,Male,Bronze,App
C00570,2024-03-28,Western Cape,26-35,Male,Silver,In-store
C00571,2024-11-22,KwaZulu-Natal,36-50,Female,Silver,In-store
C00572,2023-08-07,Limpopo,36-50,Male,Silver,App
C00573,2024-06-07,KwaZulu-Natal,26-35,Male,Silver,In-store
C00574,2024-04-29,Eastern Cape,26-35,Female,Bronze,In-store
C00575,2023-06-23,Mpumalanga,50+,Female,Bronze,App
C00576,2024-11-05,Free State,50+,Female,Silver,In-store
C00577,2023-03-28,Gauteng,50+,Female,Bronze,App
C00578,2023-10-18,North West,50+,Female,Bronze,Drive-thru
C00579,2024-06-11,KwaZulu-Natal,18-25,Female,Silver,In-store
C00580,2024-11-10,Gauteng,36-50,Female,Silver,In-store
C00581,2024-10-10,KwaZulu-Natal,26-35,Female,Bronze,App
C00582,2024-09-26,Northern Cape,50+,Male,Gold,App
C00583,2023-12-10,KwaZulu-Natal,26-35,Male,Silver,App
C00584,2023-04-06,Western Cape,26-35,Male,Gold,In-store
C00585,2023-08-29,Eastern Cape,26-35,Male,Gold,In-store
C00586,2024-11-19,Gauteng,26-35,Female,Bronze,In-store
C00587,2023-11-14,Gauteng,18-25,Male,Silver,App
C00588,2023-08-19,Gauteng,50+,Male,Silver,In-store
C00589,2023-07-23,Gauteng,36-50,Female,Silver,Drive-thru
C00590,2023-05-31,Gauteng,18-25,Female,Silver,App
C00591,2023-01-26,Gauteng,36-50,Female,Bronze,In-store
C00592,2023-02-17,Eastern Cape,36-50,Female,Bronze,In-store
C00593,2023-09-08,Gauteng,26-35,Female,Bronze,In-store
C00594,2024-05-01,Western Cape,26-35,Female,Silver,App
C00595,2024-09-17,North West,36-50,Male,Silver,Drive-thru
C00596,2023-03-16,KwaZulu-Natal,36-50,Male,Bronze,In-store
C00597,2024-04-11,Eastern Cape,26-35,Male,Bronze,In-store
C00598,2024-02-29,Gauteng,36-50,Female,Silver,In-store
C00599,2024-10-06,Gauteng,18-25,Prefer not to say,Bronze,In-store
C00600,2024-08-12,Gauteng,26-35,Prefer not to say,Bronze,App
C00601,2023-07-19,Gauteng,18-25,Female,Bronze,App
C00602,2024-12-14,Western Cape,18-25,Male,Gold,In-store
C00603,2024-01-29,Gauteng,36-50,Prefer not to say,Silver,App
C00604,2024-05-21,Gauteng,50+,Female,Bronze,In-store
C00605,2024-02-14,Gauteng,26-35,Male,Bronze,In-store
C00606,2023-09-07,KwaZulu-Natal,18-25,Female,Silver,In-store
C00607,2023-06-01,Gauteng,36-50,Male,Silver,App
C00608,2024-11-02,Western Cape,36-50,Male,Silver,In-store
C00609,2024-12-05,KwaZulu-Natal,36-50,Female,Bronze,In-store
C00610,2023-01-06,Eastern Cape,36-50,Female,Bronze,In-store
C00611,2023-04-20,Gauteng,26-35,Male,Gold,In-store
C00612,2024-03-11,Limpopo,36-50,Female,Bronze,In-store
C00613,2023-08-13,Eastern Cape,18-25,Female,Bronze,In-store
C00614,2023-06-30,Gauteng,26-35,Female,Silver,In-store
C00615,2024-12-13,North West,26-35,Male,Gold,In-store
C00616,2024-06-14,North West,26-35,Male,Silver,In-store
C00617,2024-04-20,Gauteng,50+,Male,Silver,App
C00618,2023-02-21,Western Cape,36-50,Prefer not to say,Bronze,App
C00619,2024-07-24,Mpumalanga,18-25,Male,Bronze,App
C00620,2023-09-13,Limpopo,18-25,Female,Bronze,In-store
C00621,2023-05-05,Gauteng,26-35,Female,Bronze,In-store
C00622,2024-04-12,Gauteng,26-35,Female,Bronze,In-store
C00623,2023-05-17,Western Cape,36-50,Female,Silver,In-store
C00624,2024-04-20,KwaZulu-Natal,50+,Female,Bronze,In-store
C00625,2024-11-14,Eastern Cape,50+,Male,Bronze,In-store
C00626,2024-06-27,Western Cape,36-50,Male,Bronze,Drive-thru
C00627,2024-07-26,KwaZulu-Natal,36-50,Female,Silver,In-store
C00628,2024-09-01,Limpopo,26-35,Female,Bronze,Drive-thru
C00629,2023-11-21,Gauteng,18-25,Female,Silver,Drive-thru
C00630,2024-03-29,Gauteng,26-35,Female,Bronze,Drive-thru
C00631,2024-09-19,Limpopo,26-35,Female,Silver,Drive-thru
C00632,2024-05-31,North West,36-50,Female,Silver,In-store
C00633,2024-03-12,KwaZulu-Natal,18-25,Female,Bronze,In-store
C00634,2024-07-15,KwaZulu-Natal,26-35,Female,Silver,In-store
C00635,2024-04-01,Gauteng,26-35,Male,Bronze,In-store
C00636,2023-06-12,KwaZulu-Natal,50+,Male,Silver,In-store
C00637,2024-05-01,KwaZulu-Natal,26-35,Prefer not to say,Silver,Drive-thru
C00638,2024-04-05,Gauteng,36-50,Male,Bronze,In-store
C00639,2023-09-23,Western Cape,36-50,Female,Bronze,In-store
C00640,2023-09-11,Western Cape,26-35,Male,Bronze,App
C00641,2024-10-14,Gauteng,26-35,Male,Gold,In-store
C00642,2023-10-11,Western Cape,50+,Male,Bronze,In-store
C00643,2024-06-17,Gauteng,26-35,Male,Silver,In-store
C00644,2024-05-11,Western Cape,50+,Male,Silver,Drive-thru
C00645,2024-10-03,Gauteng,18-25,Male,Silver,App
C00646,2023-09-02,North West,18-25,Female,Bronze,App
C00647,2023-10-09,Eastern Cape,50+,Male,Bronze,In-store
C00648,2024-03-26,Eastern Cape,36-50,Male,Bronze,Drive-thru
C00649,2023-03-21,Limpopo,50+,Male,Bronze,In-store
C00650,2024-12-31,KwaZulu-Natal,36-50,Female,Bronze,App
C00651,2023-10-20,Gauteng,50+,Female,Bronze,Drive-thru
C00652,2023-08-29,KwaZulu-Natal,36-50,Female,Bronze,App
C00653,2023-10-06,Eastern Cape,36-50,Male,Bronze,App
C00654,2023-12-10,Limpopo,26-35,Male,Bronze,In-store
C00655,2023-11-24,KwaZulu-Natal,26-35,Female,Bronze,In-store
C00656,2024-07-07,Gauteng,50+,Female,Bronze,Drive-thru
C00657,2023-03-24,Western Cape,26-35,Male,Bronze,In-store
C00658,2023-05-22,Western Cape,26-35,Female,Bronze,Drive-thru
C00659,2023-06-04,Eastern Cape,26-35,Male,Silver,App
C00660,2023-08-25,KwaZulu-Natal,26-35,Male,Bronze,In-store
C00661,2024-01-28,Western Cape,26-35,Female,Gold,App
C00662,2024-12-11,Northern Cape,18-25,Female,Bronze,In-store
C00663,2023-06-06,Eastern Cape,50+,Male,Gold,In-store
C00664,2024-12-24,Gauteng,26-35,Male,Silver,In-store
C00665,2023-08-08,Gauteng,26-35,Prefer not to say,Silver,In-store
C00666,2023-03-07,Gauteng,18-25,Female,Gold,Drive-thru
C00667,2024-02-29,Gauteng,18-25,Female,Bronze,In-store
C00668,2024-02-22,Gauteng,18-25,Female,Bronze,App
C00669,2023-12-05,Gauteng,36-50,Female,Bronze,In-store
C00670,2024-07-09,Western Cape,18-25,Male,Bronze,App
C00671,2024-04-22,Gauteng,50+,Male,Bronze,App
C00672,2024-03-01,North West,18-25,Male,Bronze,In-store
C00673,2023-03-05,Gauteng,18-25,Female,Bronze,Drive-thru
C00674,2023-07-31,KwaZulu-Natal,18-25,Male,Bronze,Drive-thru
C00675,2024-03-06,KwaZulu-Natal,18-25,Female,Bronze,App
C00676,2024-02-03,Northern Cape,36-50,Male,Silver,Drive-thru
C00677,2024-08-21,Gauteng,36-50,Male,Gold,App
C00678,2024-12-13,KwaZulu-Natal,36-50,Male,Bronze,Drive-thru
C00679,2023-01-21,Free State,18-25,Male,Bronze,In-store
C00680,2024-08-12,Mpumalanga,26-35,Male,Bronze,In-store
C00681,2024-01-25,Mpumalanga,26-35,Male,Silver,Drive-thru
C00682,2024-05-03,Gauteng,50+,Male,Bronze,In-store
C00683,2023-01-07,Gauteng,18-25,Female,Gold,In-store
C00684,2023-12-27,Eastern Cape,36-50,Female,Bronze,In-store
C00685,2023-11-02,North West,26-35,Male,Bronze,In-store
C00686,2024-02-04,KwaZulu-Natal,26-35,Female,Gold,In-store
C00687,2024-03-05,KwaZulu-Natal,26-35,Female,Gold,App
C00688,2024-07-05,Western Cape,18-25,Male,Silver,Drive-thru
C00689,2024-07-13,Limpopo,36-50,Female,Bronze,In-store
C00690,2024-09-09,Gauteng,18-25,Female,Silver,App
C00691,2023-08-14,Western Cape,36-50,Male,Bronze,In-store
C00692,2024-05-14,KwaZulu-Natal,18-25,Female,Bronze,In-store
C00693,2023-08-13,KwaZulu-Natal,50+,Female,Bronze,App
C00694,2023-10-07,Gauteng,18-25,Prefer not to say,Bronze,Drive-thru
C00695,2024-03-22,Gauteng,50+,Female,Silver,In-store
C00696,2024-05-12,Eastern Cape,36-50,Male,Bronze,In-store
C00697,2023-01-30,Western Cape,50+,Male,Gold,In-store
C00698,2024-02-03,Eastern Cape,26-35,Female,Bronze,Drive-thru
C00699,2023-12-11,Gauteng,36-50,Prefer not to say,Bronze,In-store
C00700,2024-11-15,KwaZulu-Natal,26-35,Female,Silver,In-store
C00701,2024-11-26,KwaZulu-Natal,18-25,Female,Silver,Drive-thru
C00702,2024-02-19,Gauteng,26-35,Male,Gold,App
C00703,2023-06-19,Western Cape,18-25,Male,Silver,Drive-thru
C00704,2024-04-23,Gauteng,50+,Female,Bronze,Drive-thru
C00705,2023-05-11,Gauteng,18-25,Female,Gold,App
C00706,2024-09-29,Northern Cape,26-35,Prefer not to say,Gold,App
C00707,2024-06-30,Western Cape,36-50,Female,Bronze,In-store
C00708,2023-01-28,Mpumalanga,26-35,Male,Bronze,Drive-thru
C00709,2024-02-08,Gauteng,36-50,Female,Bronze,In-store
C00710,2024-08-29,Eastern Cape,18-25,Female,Bronze,App
C00711,2024-07-31,Limpopo,26-35,Female,Gold,In-store
C00712,2024-11-09,Eastern Cape,26-35,Male,Bronze,In-store
C00713,2023-01-28,KwaZulu-Natal,50+,Male,Silver,In-store
C00714,2023-03-27,KwaZulu-Natal,36-50,Female,Bronze,App
C00715,2024-10-20,Western Cape,50+,Male,Bronze,In-store
C00716,2024-03-14,North West,18-25,Female,Silver,In-store
C00717,2023-05-19,Mpumalanga,26-35,Male,Bronze,In-store
C00718,2024-04-17,Free State,18-25,Male,Bronze,In-store
C00719,2023-07-06,Gauteng,18-25,Female,Gold,App
C00720,2023-02-21,Limpopo,18-25,Female,Silver,In-store
C00721,2023-09-24,Free State,36-50,Female,Bronze,In-store
C00722,2024-01-24,Gauteng,18-25,Male,Bronze,App
C00723,2023-12-02,Gauteng,26-35,Female,Bronze,App
C00724,2023-08-05,Limpopo,50+,Male,Silver,App
C00725,2024-04-10,KwaZulu-Natal,36-50,Male,Silver,Drive-thru
C00726,2023-12-01,Mpumalanga,26-35,Female,Bronze,In-store
C00727,2023-12-12,Gauteng,26-35,Female,Silver,Drive-thru
C00728,2024-01-24,Limpopo,26-35,Male,Bronze,App
C00729,2023-10-12,Gauteng,18-25,Prefer not to say,Bronze,App
C00730,2024-03-07,Gauteng,36-50,Female,Bronze,App
C00731,2023-09-16,Gauteng,26-35,Female,Bronze,In-store
C00732,2023-03-25,Mpumalanga,36-50,Female,Bronze,In-store
C00733,2024-04-26,Eastern Cape,36-50,Female,Silver,App
C00734,2023-01-20,KwaZulu-Natal,36-50,Male,Bronze,In-store
C00735,2024-07-06,Western Cape,26-35,Male,Silver,App
C00736,2023-02-23,North West,18-25,Female,Silver,App
C00737,2023-12-25,KwaZulu-Natal,36-50,Male,Silver,In-store
C00738,2023-08-18,Mpumalanga,26-35,Male,Bronze,In-store
C00739,2024-10-27,KwaZulu-Natal,18-25,Male,Bronze,In-store
C00740,2023-03-12,Western Cape,18-25,Male,Silver,In-store
C00741,2024-10-29,KwaZulu-Natal,18-25,Female,Bronze,In-store
C00742,2023-02-11,Western Cape,36-50,Female,Silver,In-store
C00743,2023-02-01,Limpopo,18-25,Female,Bronze,In-store
C00744,2023-09-11,KwaZulu-Natal,26-35,Female,Bronze,In-store
C00745,2023-07-24,Gauteng,26-35,Female,Silver,In-store
C00746,2023-01-21,North West,26-35,Prefer not to say,Gold,Drive-thru
C00747,2024-09-28,KwaZulu-Natal,36-50,Male,Bronze,Drive-thru
C00748,2023-06-06,KwaZulu-Natal,36-50,Male,Bronze,In-store
C00749,2023-09-02,North West,26-35,Male,Silver,In-store
C00750,2023-05-10,Eastern Cape,18-25,Female,Bronze,App
C00751,2024-04-29,Gauteng,26-35,Female,Bronze,In-store
C00752,2024-11-16,Free State,36-50,Female,Bronze,App
C00753,2023-04-28,Eastern Cape,26-35,Male,Bronze,In-store
C00754,2024-07-31,Western Cape,36-50,Female,Bronze,In-store
C00755,2023-08-12,Gauteng,18-25,Female,Bronze,Drive-thru
C00756,2024-04-21,Limpopo,36-50,Male,Gold,Drive-thru
C00757,2024-12-17,Eastern Cape,18-25,Female,Silver,Drive-thru
C00758,2023-09-20,KwaZulu-Natal,36-50,Female,Gold,In-store
C00759,2024-01-13,North West,26-35,Female,Bronze,Drive-thru
C00760,2023-06-21,Limpopo,36-50,Female,Bronze,App
C00761,2024-09-12,Gauteng,18-25,Male,Gold,App
C00762,2024-09-13,Western Cape,26-35,Male,Bronze,Drive-thru
C00763,2023-04-28,Gauteng,36-50,Female,Silver,Drive-thru
C00764,2023-06-17,Limpopo,18-25,Female,Bronze,App
C00765,2023-11-15,Gauteng,36-50,Male,Silver,In-store
C00766,2023-04-21,KwaZulu-Natal,36-50,Male,Gold,App
C00767,2024-08-15,Limpopo,26-35,Female,Bronze,App
C00768,2023-01-27,North West,26-35,Female,Bronze,Drive-thru
C00769,2023-11-16,Western Cape,26-35,Female,Bronze,App
C00770,2024-08-12,Mpumalanga,26-35,Male,Bronze,In-store
C00771,2024-11-24,Gauteng,26-35,Male,Bronze,In-store
C00772,2024-01-20,Mpumalanga,36-50,Male,Silver,In-store
C00773,2024-02-11,Gauteng,26-35,Female,Bronze,Drive-thru
C00774,2023-07-23,KwaZulu-Natal,18-25,Male,Bronze,In-store
C00775,2023-03-19,Limpopo,18-25,Female,Bronze,App
C00776,2024-08-29,Gauteng,18-25,Prefer not to say,Bronze,Drive-thru
C00777,2024-12-08,Gauteng,26-35,Male,Bronze,In-store
C00778,2024-10-04,Limpopo,36-50,Male,Silver,Drive-thru
C00779,2023-09-06,Limpopo,36-50,Female,Silver,Drive-thru
C00780,2023-04-15,Eastern Cape,18-25,Female,Bronze,In-store
C00781,2024-12-14,Eastern Cape,50+,Female,Bronze,In-store
C00782,2023-11-05,KwaZulu-Natal,26-35,Male,Silver,App
C00783,2024-12-01,Gauteng,50+,Male,Bronze,In-store
C00784,2024-09-06,Western Cape,36-50,Female,Bronze,App
C00785,2023-05-04,Gauteng,36-50,Female,Silver,App
C00786,2024-08-02,North West,18-25,Male,Bronze,In-store
C00787,2023-02-12,Eastern Cape,18-25,Female,Bronze,In-store
C00788,2023-12-22,KwaZulu-Natal,18-25,Female,Gold,In-store
C00789,2024-06-29,KwaZulu-Natal,36-50,Male,Bronze,In-store
C00790,2024-03-14,Free State,26-35,Female,Gold,App
C00791,2024-11-08,Gauteng,36-50,Male,Bronze,App
C00792,2024-01-15,Eastern Cape,26-35,Female,Silver,In-store
C00793,2023-03-12,KwaZulu-Natal,36-50,Female,Bronze,App
C00794,2024-06-02,Eastern Cape,18-25,Male,Bronze,In-store
C00795,2024-10-25,Gauteng,18-25,Female,Silver,Drive-thru
C00796,2023-12-16,North West,26-35,Female,Silver,In-store
C00797,2023-01-13,Free State,26-35,Female,Bronze,In-store
C00798,2024-03-06,KwaZulu-Natal,26-35,Male,Silver,App
C00799,2024-05-16,Eastern Cape,36-50,Female,Bronze,App
C00800,2023-04-19,North West,18-25,Female,Silver,In-store
C00801,2024-03-19,Limpopo,26-35,Female,Silver,In-store
C00802,2024-01-06,Gauteng,36-50,Female,Bronze,In-store
C00803,2024-10-12,KwaZulu-Natal,18-25,Male,Bronze,In-store
